method,decay,m,trial,estimate,true_trace,relative_error
Gaussian-Hutch++,1.0,160,49,7.434611883806975,7.485470860550345,0.006794359057812328
Hutchinson,1.0,320,0,7.615887897517132,7.485470860550345,0.017422689820904336
Hutch++,1.0,320,0,7.46346204044973,7.485470860550345,0.0029402051668660583
NA-Hutch++,1.0,320,0,7.479130446521278,7.485470860550345,0.0008470294183471929
Gaussian-Hutch++,1.0,320,0,7.480072968142117,7.485470860550345,0.0007211159469840981
Hutchinson,1.0,320,1,7.41942929002595,7.485470860550345,0.008822634107420676
Hutch++,1.0,320,1,7.491203728058655,7.485470860550345,0.00076586598426598
NA-Hutch++,1.0,320,1,7.507127677106588,7.485470860550345,0.002893180263432478
Gaussian-Hutch++,1.0,320,1,7.509358715823825,7.485470860550345,0.003191229478879239
Hutchinson,1.0,320,2,7.521164565328313,7.485470860550345,0.004768398066456901
Hutch++,1.0,320,2,7.447124615818499,7.485470860550345,0.005122756530111832
NA-Hutch++,1.0,320,2,7.524812309466978,7.485470860550345,0.005255707977432511
Gaussian-Hutch++,1.0,320,2,7.513213731057018,7.485470860550345,0.0037062291769623156
Hutchinson,1.0,320,3,7.4380766940448835,7.485470860550345,0.00633148767637806
Hutch++,1.0,320,3,7.472938281046622,7.485470860550345,0.0016742539964683027
NA-Hutch++,1.0,320,3,7.507593787261584,7.485470860550345,0.002955448912082508
Gaussian-Hutch++,1.0,320,3,7.476080265647319,7.485470860550345,0.0012545095796867173
Hutchinson,1.0,320,4,7.346461308707498,7.485470860550345,0.0185705821894852
Hutch++,1.0,320,4,7.464281896652883,7.485470860550345,0.0028306788299893243
NA-Hutch++,1.0,320,4,7.495753072138339,7.485470860550345,0.001373622552214223
Gaussian-Hutch++,1.0,320,4,7.503488404212289,7.485470860550345,0.0024070020440397012
Hutchinson,1.0,320,5,7.307803288075353,7.485470860550345,0.023734989526354243
Hutch++,1.0,320,5,7.479863498488019,7.485470860550345,0.0007490994443486481
NA-Hutch++,1.0,320,5,7.45687025490842,7.485470860550345,0.0038208158410788667
Gaussian-Hutch++,1.0,320,5,7.518098980881925,7.485470860550345,0.004358860109059493
Hutchinson,1.0,320,6,7.675461415544467,7.485470860550345,0.025381243015105828
Hutch++,1.0,320,6,7.470121754572249,7.485470860550345,0.002050519768768112
NA-Hutch++,1.0,320,6,7.500230441886178,7.485470860550345,0.001971763915830326
Gaussian-Hutch++,1.0,320,6,7.489335621303322,7.485470860550345,0.0005163016228337844
Hutchinson,1.0,320,7,7.534535070324205,7.485470860550345,0.00655459231461797
Hutch++,1.0,320,7,7.497348291655301,7.485470860550345,0.0015867313260882916
NA-Hutch++,1.0,320,7,7.520622043404183,7.485470860550345,0.004695921406773522
Gaussian-Hutch++,1.0,320,7,7.460947591547697,7.485470860550345,0.0032761157527029655
Hutchinson,1.0,320,8,7.338885430930134,7.485470860550345,0.01958265984211368
Hutch++,1.0,320,8,7.465878743005897,7.485470860550345,0.0026173527236211538
NA-Hutch++,1.0,320,8,7.46902424004757,7.485470860550345,0.0021971390723663164
Gaussian-Hutch++,1.0,320,8,7.5110362514682825,7.485470860550345,0.0034153350395993392
Hutchinson,1.0,320,9,7.555069304489512,7.485470860550345,0.009297804404792012
Hutch++,1.0,320,9,7.465335672172825,7.485470860550345,0.002689902713219581
NA-Hutch++,1.0,320,9,7.476038525805484,7.485470860550345,0.0012600856940839138
Gaussian-Hutch++,1.0,320,9,7.4906780506110175,7.485470860550345,0.0006956396140842974
Hutchinson,1.0,320,10,7.5081566699130775,7.485470860550345,0.003030645604712775
Hutch++,1.0,320,10,7.4801879890929825,7.485470860550345,0.0007057500531067591
NA-Hutch++,1.0,320,10,7.499661990588647,7.485470860550345,0.0018958232959120536
Gaussian-Hutch++,1.0,320,10,7.473741860590229,7.485470860550345,0.0015669020932176723
Hutchinson,1.0,320,11,7.414234989915874,7.485470860550345,0.009516551725542822
Hutch++,1.0,320,11,7.482365496464354,7.485470860550345,0.00041485220420228275
NA-Hutch++,1.0,320,11,7.459523658879434,7.485470860550345,0.003466341951534066
Gaussian-Hutch++,1.0,320,11,7.496603370526934,7.485470860550345,0.0014872157255008533
Hutchinson,1.0,320,12,7.380239945508157,7.485470860550345,0.014058022134154916
Hutch++,1.0,320,12,7.458744779334413,7.485470860550345,0.0035703941293503128
NA-Hutch++,1.0,320,12,7.443989484540072,7.485470860550345,0.00554158539697034
Gaussian-Hutch++,1.0,320,12,7.480962926392005,7.485470860550345,0.0006022245283323226
Hutchinson,1.0,320,13,7.533951755934979,7.485470860550345,0.006476666102614315
Hutch++,1.0,320,13,7.488932157857119,7.485470860550345,0.0004624020814796279
NA-Hutch++,1.0,320,13,7.509027993649223,7.485470860550345,0.003147047598973087
Gaussian-Hutch++,1.0,320,13,7.48958345705564,7.485470860550345,0.00054941052899813
Hutchinson,1.0,320,14,7.470447941339637,7.485470860550345,0.0020069437835742413
Hutch++,1.0,320,14,7.47448034041593,7.485470860550345,0.0014682469999765795
NA-Hutch++,1.0,320,14,7.502561310845846,7.485470860550345,0.0022831496660511235
Gaussian-Hutch++,1.0,320,14,7.47877661658326,7.485470860550345,0.0008942983135990734
Hutchinson,1.0,320,15,7.526222609163402,7.485470860550345,0.005444112918510639
Hutch++,1.0,320,15,7.460897192110822,7.485470860550345,0.003282848720850777
NA-Hutch++,1.0,320,15,7.489061796173603,7.485470860550345,0.00047972074037222966
Gaussian-Hutch++,1.0,320,15,7.494370499999096,7.485470860550345,0.0011889217945732482
Hutchinson,1.0,320,16,7.489668042353719,7.485470860550345,0.000560710459176794
Hutch++,1.0,320,16,7.460553826168869,7.485470860550345,0.0033287197085747253
NA-Hutch++,1.0,320,16,7.484013465900562,7.485470860550345,0.00019469645623283995
Gaussian-Hutch++,1.0,320,16,7.470269188281447,7.485470860550345,0.002030823785449888
Hutchinson,1.0,320,17,7.536430105593714,7.485470860550345,0.0068077541136300325
Hutch++,1.0,320,17,7.480703730951876,7.485470860550345,0.0006368509993930489
NA-Hutch++,1.0,320,17,7.474990576927664,7.485470860550345,0.0014000834173190054
Gaussian-Hutch++,1.0,320,17,7.491298254838376,7.485470860550345,0.0007784940181574971
Hutchinson,1.0,320,18,7.591698739499319,7.485470860550345,0.014191208666486427
Hutch++,1.0,320,18,7.487597760247445,7.485470860550345,0.0002841370618792559
NA-Hutch++,1.0,320,18,7.458173034559006,7.485470860550345,0.003646774731994915
Gaussian-Hutch++,1.0,320,18,7.479175779014921,7.485470860550345,0.0008409733539409605
Hutchinson,1.0,320,19,7.544224053317537,7.485470860550345,0.007848964195002181
Hutch++,1.0,320,19,7.479835253849277,7.485470860550345,0.0007528727058131312
NA-Hutch++,1.0,320,19,7.508621247456315,7.485470860550345,0.0030927095084927834
Gaussian-Hutch++,1.0,320,19,7.519555313104734,7.485470860550345,0.004553414633409272
Hutchinson,1.0,320,20,7.6409614745904975,7.485470860550345,0.02077232240120169
Hutch++,1.0,320,20,7.4504092804159665,7.485470860550345,0.004683951188583046
NA-Hutch++,1.0,320,20,7.520678973533488,7.485470860550345,0.004703526824036582
Gaussian-Hutch++,1.0,320,20,7.491705684807201,7.485470860550345,0.0008329234557193021
Hutchinson,1.0,320,21,7.380325414868537,7.485470860550345,0.014046604100209895
Hutch++,1.0,320,21,7.460903457773974,7.485470860550345,0.003282011677561252
NA-Hutch++,1.0,320,21,7.5193107808543544,7.485470860550345,0.004520747049106998
Gaussian-Hutch++,1.0,320,21,7.4645076711367695,7.485470860550345,0.0028005171356761255
Hutchinson,1.0,320,22,7.477530371861573,7.485470860550345,0.001060786801084138
Hutch++,1.0,320,22,7.48699675062077,7.485470860550345,0.00020384690540538365
NA-Hutch++,1.0,320,22,7.5127003100705165,7.485470860550345,0.0036376401735360602
Gaussian-Hutch++,1.0,320,22,7.489580657528336,7.485470860550345,0.0005490365341811903
Hutchinson,1.0,320,23,7.702025072658728,7.485470860550345,0.028929938562670635
Hutch++,1.0,320,23,7.443197706430283,7.485470860550345,0.005647360721534394
NA-Hutch++,1.0,320,23,7.519336769946004,7.485470860550345,0.004524218987230007
Gaussian-Hutch++,1.0,320,23,7.501507478980006,7.485470860550345,0.00214236602191274
Hutchinson,1.0,320,24,7.532868528465808,7.485470860550345,0.006331955437199827
Hutch++,1.0,320,24,7.483432674228208,7.485470860550345,0.00027228565311483764
NA-Hutch++,1.0,320,24,7.462471741487253,7.485470860550345,0.00307250131508779
Gaussian-Hutch++,1.0,320,24,7.465386247217413,7.485470860550345,0.002683146285263224
Hutchinson,1.0,320,25,7.393959929374792,7.485470860550345,0.012225140259089199
Hutch++,1.0,320,25,7.438860532044231,7.485470860550345,0.006226773088084302
NA-Hutch++,1.0,320,25,7.496679090463056,7.485470860550345,0.0014973313130881558
Gaussian-Hutch++,1.0,320,25,7.480921249057846,7.485470860550345,0.0006077922921958608
Hutchinson,1.0,320,26,7.5723014099562675,7.485470860550345,0.01159987808696627
Hutch++,1.0,320,26,7.49878264012808,7.485470860550345,0.0017783489944353287
NA-Hutch++,1.0,320,26,7.471244059084993,7.485470860550345,0.0019005887178493049
Gaussian-Hutch++,1.0,320,26,7.470827118618857,7.485470860550345,0.00195628868300899
Hutchinson,1.0,320,27,7.526510332539182,7.485470860550345,0.005482550497273549
Hutch++,1.0,320,27,7.512359407220803,7.485470860550345,0.0035920982355518677
NA-Hutch++,1.0,320,27,7.542359543277,7.485470860550345,0.007599880326362267
Gaussian-Hutch++,1.0,320,27,7.501553452559823,7.485470860550345,0.0021485077303868357
Hutchinson,1.0,320,28,7.413338526740256,7.485470860550345,0.009636312151081631
Hutch++,1.0,320,28,7.473869835037144,7.485470860550345,0.0015498057142056861
NA-Hutch++,1.0,320,28,7.461978236621613,7.485470860550345,0.0031384296814969685
Gaussian-Hutch++,1.0,320,28,7.480123735165995,7.485470860550345,0.0007143338721055843
Hutchinson,1.0,320,29,7.304653114728415,7.485470860550345,0.02415582789519212
Hutch++,1.0,320,29,7.460855721020173,7.485470860550345,0.003288388932204378
NA-Hutch++,1.0,320,29,7.470959961110522,7.485470860550345,0.0019385419715274635
Gaussian-Hutch++,1.0,320,29,7.499145612579634,7.485470860550345,0.0018268392575484813
Hutchinson,1.0,320,30,7.573723105673061,7.485470860550345,0.011789805446684648
Hutch++,1.0,320,30,7.456412240880583,7.485470860550345,0.0038820029108530005
NA-Hutch++,1.0,320,30,7.511505461294165,7.485470860550345,0.003478017779886999
Gaussian-Hutch++,1.0,320,30,7.4769032698280355,7.485470860550345,0.001144562697780591
Hutchinson,1.0,320,31,7.517840333593895,7.485470860550345,0.004324306866805482
Hutch++,1.0,320,31,7.476172078485193,7.485470860550345,0.0012422441070686074
NA-Hutch++,1.0,320,31,7.515191547010911,7.485470860550345,0.003970449823964821
Gaussian-Hutch++,1.0,320,31,7.486130392902978,7.485470860550345,8.810833211691108e-05
Hutchinson,1.0,320,32,7.462294930884656,7.485470860550345,0.003096121820182405
Hutch++,1.0,320,32,7.477468488694333,7.485470860550345,0.001069053905237392
NA-Hutch++,1.0,320,32,7.497291648158969,7.485470860550345,0.0015791642007346926
Gaussian-Hutch++,1.0,320,32,7.479707994731589,7.485470860550345,0.0007698735224696837
Hutchinson,1.0,320,33,7.624042406550688,7.485470860550345,0.018512068055817045
Hutch++,1.0,320,33,7.480153121975501,7.485470860550345,0.0007104080256152082
NA-Hutch++,1.0,320,33,7.473332429814112,7.485470860550345,0.0016215988228882405
Gaussian-Hutch++,1.0,320,33,7.46676331250126,7.485470860550345,0.0024991812001669915
Hutchinson,1.0,320,34,7.623530195125201,7.485470860550345,0.018443640640223614
Hutch++,1.0,320,34,7.453385292333927,7.485470860550345,0.004286379416091841
NA-Hutch++,1.0,320,34,7.523726255263258,7.485470860550345,0.005110619682527213
Gaussian-Hutch++,1.0,320,34,7.482197907422471,7.485470860550345,0.0004372407813546297
Hutchinson,1.0,320,35,7.600198529503939,7.485470860550345,0.015326713721942017
Hutch++,1.0,320,35,7.475612118134327,7.485470860550345,0.0013170504033320205
NA-Hutch++,1.0,320,35,7.503042670577733,7.485470860550345,0.0023474555381671346
Gaussian-Hutch++,1.0,320,35,7.4788707480718095,7.485470860550345,0.0008817230874973019
Hutchinson,1.0,320,36,7.513251034075898,7.485470860550345,0.0037112125667283016
Hutch++,1.0,320,36,7.448973372294569,7.485470860550345,0.004875777213711934
NA-Hutch++,1.0,320,36,7.505884421725835,7.485470860550345,0.002727091128371423
Gaussian-Hutch++,1.0,320,36,7.472799137424551,7.485470860550345,0.001692842489385145
Hutchinson,1.0,320,37,7.522098032077482,7.485470860550345,0.004893101878222232
Hutch++,1.0,320,37,7.460925893239555,7.485470860550345,0.0032790144759157697
NA-Hutch++,1.0,320,37,7.4415641225166205,7.485470860550345,0.005865594676898719
Gaussian-Hutch++,1.0,320,37,7.477894702996586,7.485470860550345,0.0010121150285530229
Hutchinson,1.0,320,38,7.410284127664918,7.485470860550345,0.010044355830930263
Hutch++,1.0,320,38,7.4540162400304535,7.485470860550345,0.004202089769083539
NA-Hutch++,1.0,320,38,7.462144074825967,7.485470860550345,0.003116275002460291
Gaussian-Hutch++,1.0,320,38,7.4705899898152275,7.485470860550345,0.00198796722508696
Hutchinson,1.0,320,39,7.398485130831003,7.485470860550345,0.011620608955646487
Hutch++,1.0,320,39,7.4598407731208844,7.485470860550345,0.003423977984409151
NA-Hutch++,1.0,320,39,7.466830742962557,7.485470860550345,0.0024901730211821954
Gaussian-Hutch++,1.0,320,39,7.466610781605279,7.485470860550345,0.0025195581275269394
Hutchinson,1.0,320,40,7.682314062065769,7.485470860550345,0.026296702663398248
Hutch++,1.0,320,40,7.4467861401958775,7.485470860550345,0.005167974209657588
NA-Hutch++,1.0,320,40,7.507542131359723,7.485470860550345,0.002948548090100409
Gaussian-Hutch++,1.0,320,40,7.479818968324995,7.485470860550345,0.0007550483236981514
Hutchinson,1.0,320,41,7.543860517356253,7.485470860550345,0.007800398651423705
Hutch++,1.0,320,41,7.458335512421319,7.485470860550345,0.0036250689682106874
NA-Hutch++,1.0,320,41,7.487815913795203,7.485470860550345,0.0003132806590988358
Gaussian-Hutch++,1.0,320,41,7.494837423518634,7.485470860550345,0.0012512991023253032
Hutchinson,1.0,320,42,7.5746282778875385,7.485470860550345,0.011910729331279287
Hutch++,1.0,320,42,7.451457417981285,7.485470860550345,0.0045439282581830305
NA-Hutch++,1.0,320,42,7.503857568685506,7.485470860550345,0.0024563195125188054
Gaussian-Hutch++,1.0,320,42,7.486020241641876,7.485470860550345,7.339299046990613e-05
Hutchinson,1.0,320,43,7.279550027403692,7.485470860550345,0.02750940281283965
Hutch++,1.0,320,43,7.4793923126582165,7.485470860550345,0.0008120461632097886
NA-Hutch++,1.0,320,43,7.474878256317094,7.485470860550345,0.0014150885669832315
Gaussian-Hutch++,1.0,320,43,7.4817010335519445,7.485470860550345,0.0005036192203042517
Hutchinson,1.0,320,44,7.430020717318159,7.485470860550345,0.007407702770498645
Hutch++,1.0,320,44,7.447158970262007,7.485470860550345,0.00511816704681175
NA-Hutch++,1.0,320,44,7.478656918508257,7.485470860550345,0.0009102890344545539
Gaussian-Hutch++,1.0,320,44,7.500242062922327,7.485470860550345,0.0019733163948080514
Hutchinson,1.0,320,45,7.502696912895831,7.485470860550345,0.002301265032807788
Hutch++,1.0,320,45,7.464402795041865,7.485470860550345,0.0028145277566321457
NA-Hutch++,1.0,320,45,7.472494102865863,7.485470860550345,0.0017335927059541436
Gaussian-Hutch++,1.0,320,45,7.487408791937078,7.485470860550345,0.00025889238270182074
Hutchinson,1.0,320,46,7.619984267604903,7.485470860550345,0.017969932628215255
Hutch++,1.0,320,46,7.466062571705669,7.485470860550345,0.0025927946559729923
NA-Hutch++,1.0,320,46,7.474915175104294,7.485470860550345,0.001410156507546013
Gaussian-Hutch++,1.0,320,46,7.4710471963770475,7.485470860550345,0.0019268880264182997
Hutchinson,1.0,320,47,7.5682039695323455,7.485470860550345,0.011052492291168682
Hutch++,1.0,320,47,7.47842863055884,7.485470860550345,0.0009407865079829339
NA-Hutch++,1.0,320,47,7.428213117509891,7.485470860550345,0.007649183879962931
Gaussian-Hutch++,1.0,320,47,7.466020193457856,7.485470860550345,0.0025984560563847717
Hutchinson,1.0,320,48,7.353816534317337,7.485470860550345,0.017587981930014276
Hutch++,1.0,320,48,7.448925577957006,7.485470860550345,0.004882162161092475
NA-Hutch++,1.0,320,48,7.479671824120852,7.485470860550345,0.0007747056314192251
Gaussian-Hutch++,1.0,320,48,7.481569248638664,7.485470860550345,0.0005212246476361815
Hutchinson,1.0,320,49,7.520877201684391,7.485470860550345,0.0047300085450392585
Hutch++,1.0,320,49,7.458771693066791,7.485470860550345,0.0035667986665024534
NA-Hutch++,1.0,320,49,7.483396265429077,7.485470860550345,0.0002771495821594377
Gaussian-Hutch++,1.0,320,49,7.514436278197371,7.485470860550345,0.003869551854069494
Hutchinson,1.5,20,0,2.4212337400485096,2.549145602917575,0.05017832748457624
Hutch++,1.5,20,0,2.4527810022650938,2.549145602917575,0.0378027055583601
NA-Hutch++,1.5,20,0,2.925530950942015,2.549145602917575,0.14765156905657148
Gaussian-Hutch++,1.5,20,0,2.6002742327833612,2.549145602917575,0.020057163391242836
Hutchinson,1.5,20,1,2.4660030494497738,2.549145602917575,0.0326158511199369
Hutch++,1.5,20,1,2.6316737310636586,2.549145602917575,0.03237481925380311
NA-Hutch++,1.5,20,1,2.512506510350095,2.549145602917575,0.014373087408402811
Gaussian-Hutch++,1.5,20,1,2.390754894666829,2.549145602917575,0.06213482198484986
Hutchinson,1.5,20,2,3.166942404522701,2.549145602917575,0.2423544582537923
Hutch++,1.5,20,2,2.505848805212824,2.549145602917575,0.01698482725160809
NA-Hutch++,1.5,20,2,2.4699623991593858,2.549145602917575,0.03106264454551432
Gaussian-Hutch++,1.5,20,2,2.442015045042979,2.549145602917575,0.04202606463592422
Hutchinson,1.5,20,3,2.824308732039063,2.549145602917575,0.10794327668319736
Hutch++,1.5,20,3,2.4392034113954613,2.549145602917575,0.043129035625223494
NA-Hutch++,1.5,20,3,1.0132492189561517,2.549145602917575,0.6025141844402858
Gaussian-Hutch++,1.5,20,3,2.5869085541481533,2.549145602917575,0.014813964014984983
Hutchinson,1.5,20,4,2.7277664600283016,2.549145602917575,0.0700708727293919
Hutch++,1.5,20,4,2.5894232304003237,2.549145602917575,0.01580044209191094
NA-Hutch++,1.5,20,4,2.5737070504564317,2.549145602917575,0.009635168548530592
Gaussian-Hutch++,1.5,20,4,2.6432449240254456,2.549145602917575,0.03691406289235534
Hutchinson,1.5,20,5,2.954247436543567,2.549145602917575,0.15891671043126784
Hutch++,1.5,20,5,2.38376135904262,2.549145602917575,0.06487830419952002
NA-Hutch++,1.5,20,5,2.6262727629058107,2.549145602917575,0.030256082626257636
Gaussian-Hutch++,1.5,20,5,2.522504906245824,2.549145602917575,0.010450833660211604
Hutchinson,1.5,20,6,2.1321009229005976,2.549145602917575,0.16360174936247548
Hutch++,1.5,20,6,2.287131379073268,2.549145602917575,0.10278511495946877
NA-Hutch++,1.5,20,6,2.3744965652348116,2.549145602917575,0.06851277443033166
Gaussian-Hutch++,1.5,20,6,2.5849855331777407,2.549145602917575,0.014059585383881416
Hutchinson,1.5,20,7,2.6011870519593887,2.549145602917575,0.020415251675796973
Hutch++,1.5,20,7,2.440628800831874,2.549145602917575,0.04256987202359114
NA-Hutch++,1.5,20,7,2.636026962072636,2.549145602917575,0.03408254085432484
Gaussian-Hutch++,1.5,20,7,2.8046033306717395,2.549145602917575,0.10021307824150379
Hutchinson,1.5,20,8,2.876909583792231,2.549145602917575,0.1285779754987396
Hutch++,1.5,20,8,2.4013716911666423,2.549145602917575,0.05796997691375539
NA-Hutch++,1.5,20,8,2.0875278178509116,2.549145602917575,0.1810872570551984
Gaussian-Hutch++,1.5,20,8,2.530032635161871,2.549145602917575,0.007497793666171474
Hutchinson,1.5,20,9,2.492073688766382,2.549145602917575,0.02238864429159029
Hutch++,1.5,20,9,2.3368347137424186,2.549145602917575,0.08328707820069607
NA-Hutch++,1.5,20,9,2.2008260912364226,2.549145602917575,0.13664166977456693
Gaussian-Hutch++,1.5,20,9,2.5578803521769853,2.549145602917575,0.0034265399549609494
Hutchinson,1.5,20,10,2.430568936817303,2.549145602917575,0.046516238995747305
Hutch++,1.5,20,10,2.5198864787770154,2.549145602917575,0.011478012125738048
NA-Hutch++,1.5,20,10,2.469286869388865,2.549145602917575,0.03132764697211066
Gaussian-Hutch++,1.5,20,10,2.6006116343814103,2.549145602917575,0.020189522091217802
Hutchinson,1.5,20,11,3.02639818528197,2.549145602917575,0.18722060513850788
Hutch++,1.5,20,11,2.3340238549206416,2.549145602917575,0.08438974523492114
NA-Hutch++,1.5,20,11,2.5157800414143505,2.549145602917575,0.013088919465815042
Gaussian-Hutch++,1.5,20,11,2.6362320791649747,2.549145602917575,0.03416300589017998
Hutchinson,1.5,20,12,3.015555630518331,2.549145602917575,0.18296719774144526
Hutch++,1.5,20,12,2.550352681672434,2.549145602917575,0.0004735228750672594
NA-Hutch++,1.5,20,12,2.704071965369282,2.549145602917575,0.060775799653966026
Gaussian-Hutch++,1.5,20,12,2.446424554445749,2.549145602917575,0.04029626567986505
Hutchinson,1.5,20,13,2.454766058710546,2.549145602917575,0.03702399113609239
Hutch++,1.5,20,13,2.5413079521008943,2.549145602917575,0.0030746187301778417
NA-Hutch++,1.5,20,13,2.540561826128311,2.549145602917575,0.0033673152210057585
Gaussian-Hutch++,1.5,20,13,2.584485866082606,2.549145602917575,0.01386357182758913
Hutchinson,1.5,20,14,2.625552331442258,2.549145602917575,0.029973465790746882
Hutch++,1.5,20,14,2.414889800155376,2.549145602917575,0.052666980892946844
NA-Hutch++,1.5,20,14,2.6919950839054305,2.549145602917575,0.05603818033162159
Gaussian-Hutch++,1.5,20,14,2.522626803597386,2.549145602917575,0.01040301475515476
Hutchinson,1.5,20,15,2.1115040168028285,2.549145602917575,0.17168167468105883
Hutch++,1.5,20,15,2.4704779533390195,2.549145602917575,0.030860398671820912
NA-Hutch++,1.5,20,15,2.7110322035751255,2.549145602917575,0.0635062196809261
Gaussian-Hutch++,1.5,20,15,2.509238702750154,2.549145602917575,0.015655010102893534
Hutchinson,1.5,20,16,1.987853893333125,2.549145602917575,0.22018817165329227
Hutch++,1.5,20,16,2.35337741533937,2.549145602917575,0.0767975698815095
NA-Hutch++,1.5,20,16,2.165884387212587,2.549145602917575,0.15034889151342865
Gaussian-Hutch++,1.5,20,16,2.5468165337592557,2.549145602917575,0.0009136665852487398
Hutchinson,1.5,20,17,2.5641990487747623,2.549145602917575,0.005905290713860371
Hutch++,1.5,20,17,2.466514815959573,2.549145602917575,0.03241509110481129
NA-Hutch++,1.5,20,17,2.352152803398911,2.549145602917575,0.07727797082018371
Gaussian-Hutch++,1.5,20,17,2.4781854089642312,2.549145602917575,0.027836853992226983
Hutchinson,1.5,20,18,2.672934794302589,2.549145602917575,0.048561051688586744
Hutch++,1.5,20,18,2.4269292386693975,2.549145602917575,0.04794405000181133
NA-Hutch++,1.5,20,18,2.609392718373787,2.549145602917575,0.023634238619895612
Gaussian-Hutch++,1.5,20,18,2.533881955233349,2.549145602917575,0.00598775043165701
Hutchinson,1.5,20,19,2.1293490772164345,2.549145602917575,0.16468126623315307
Hutch++,1.5,20,19,2.5378553421497503,2.549145602917575,0.004429037225218859
NA-Hutch++,1.5,20,19,2.54889856429416,2.549145602917575,9.691036209633368e-05
Gaussian-Hutch++,1.5,20,19,2.4843152874750425,2.549145602917575,0.02543217436004143
Hutchinson,1.5,20,20,2.9126501034168983,2.549145602917575,0.14259856325322537
Hutch++,1.5,20,20,2.447922478958931,2.549145602917575,0.03970864741613478
NA-Hutch++,1.5,20,20,2.6393459156997494,2.549145602917575,0.03538452753696658
Gaussian-Hutch++,1.5,20,20,2.5418454850260535,2.549145602917575,0.002863750851723233
Hutchinson,1.5,20,21,2.3494583680216268,2.549145602917575,0.07833496629906125
Hutch++,1.5,20,21,2.373326351776047,2.549145602917575,0.06897183548099318
NA-Hutch++,1.5,20,21,2.5950213930055597,2.549145602917575,0.017996535794376843
Gaussian-Hutch++,1.5,20,21,2.5855842607934636,2.549145602917575,0.014294459223585833
Hutchinson,1.5,20,22,2.9359445224059924,2.549145602917575,0.15173669132344342
Hutch++,1.5,20,22,2.53913669370576,2.549145602917575,0.003926377999106714
NA-Hutch++,1.5,20,22,2.3642326938487184,2.549145602917575,0.07253917110784819
Gaussian-Hutch++,1.5,20,22,2.446743115781825,2.549145602917575,0.04017129779426773
Hutchinson,1.5,20,23,2.919359362923638,2.549145602917575,0.14523052727248756
Hutch++,1.5,20,23,2.43632496243311,2.549145602917575,0.04425821748092321
NA-Hutch++,1.5,20,23,2.6796375817112947,2.549145602917575,0.05119047677950113
Gaussian-Hutch++,1.5,20,23,2.624678148512323,2.549145602917575,0.029630534053566287
Hutchinson,1.5,20,24,2.434937048129246,2.549145602917575,0.04480268002644257
Hutch++,1.5,20,24,2.293713831182712,2.549145602917575,0.10020289599876674
NA-Hutch++,1.5,20,24,2.858007559703357,2.549145602917575,0.12116293256543684
Gaussian-Hutch++,1.5,20,24,2.7091508829634545,2.549145602917575,0.06276819961274413
Hutchinson,1.5,20,25,2.1085845216355747,2.549145602917575,0.17282695848278137
Hutch++,1.5,20,25,2.5165710751843635,2.549145602917575,0.012778606171389007
NA-Hutch++,1.5,20,25,2.796426004771988,2.549145602917575,0.09700520894977235
Gaussian-Hutch++,1.5,20,25,2.4962308567389195,2.549145602917575,0.020757835926709368
Hutchinson,1.5,20,26,2.1402652000366054,2.549145602917575,0.16039899894811566
Hutch++,1.5,20,26,2.469675054934906,2.549145602917575,0.031175366323411537
NA-Hutch++,1.5,20,26,2.7036753630076196,2.549145602917575,0.06062021718695877
Gaussian-Hutch++,1.5,20,26,2.482275736955386,2.549145602917575,0.026232266170145215
Hutchinson,1.5,20,27,2.610521497728083,2.549145602917575,0.024077045556072308
Hutch++,1.5,20,27,2.4564593888931663,2.549145602917575,0.036359717514106174
NA-Hutch++,1.5,20,27,2.8030466911351484,2.549145602917575,0.09960242676094123
Gaussian-Hutch++,1.5,20,27,2.886482148555238,2.549145602917575,0.1323331806749566
Hutchinson,1.5,20,28,2.3646731629106914,2.549145602917575,0.07236638024746386
Hutch++,1.5,20,28,2.5313214491984013,2.549145602917575,0.00699220699624753
NA-Hutch++,1.5,20,28,2.454986945199604,2.549145602917575,0.0369373399503755
Gaussian-Hutch++,1.5,20,28,2.4658743131509375,2.549145602917575,0.03266635286400711
Hutchinson,1.5,20,29,2.522229137389367,2.549145602917575,0.010559014556642684
Hutch++,1.5,20,29,2.5133467296397485,2.549145602917575,0.014043479209996403
NA-Hutch++,1.5,20,29,2.5864389511684567,2.549145602917575,0.014629744259487614
Gaussian-Hutch++,1.5,20,29,2.495666023436473,2.549145602917575,0.02097941342381268
Hutchinson,1.5,20,30,2.4473638460878346,2.549145602917575,0.03992779255655237
Hutch++,1.5,20,30,2.529539480405457,2.549145602917575,0.007691252508165258
NA-Hutch++,1.5,20,30,2.590452381587095,2.549145602917575,0.016204166063422475
Gaussian-Hutch++,1.5,20,30,2.5206631593775595,2.549145602917575,0.011173329411790639
Hutchinson,1.5,20,31,2.7892831112025944,2.549145602917575,0.09420313536040252
Hutch++,1.5,20,31,2.533069315090418,2.549145602917575,0.006306539653426385
NA-Hutch++,1.5,20,31,2.5960917124983856,2.549145602917575,0.018416409610764916
Gaussian-Hutch++,1.5,20,31,2.6642674109018736,2.549145602917575,0.04516093857194267
Hutchinson,1.5,20,32,2.1541884390540496,2.549145602917575,0.15493707515627395
Hutch++,1.5,20,32,2.3359669266106335,2.549145602917575,0.08362750094108086
