setup,trial,target_q,loss_power,loss_exp,rel_err_tail_power,rel_err_tail_exp,amplification_power,amplification_exp
Exponential (alpha=0.05),38,40,0.009732298265400733,0.0014290811706481918,75.55456456246476,0.9663532635081866,7763.280829904824,676.2060005266667
Exponential (alpha=0.05),38,60,0.009732298265400733,0.0014290811706481918,502.19470839677024,0.9923883444516686,51600.834114437326,694.424056617529
Exponential (alpha=0.05),38,80,0.009732298265400733,0.0014290811706481918,3350.8883194797527,0.9982780707362081,344305.96224616136,698.5453944403112
Exponential (alpha=0.05),39,20,0.010845173550017953,0.0012791320790196605,10.062851669549882,0.8704761937296581,927.8645124683468,680.520962085697
Exponential (alpha=0.05),39,40,0.010845173550017953,0.0012791320790196605,69.2642872205712,0.9737486704178292,6386.646271241081,761.2573287997457
Exponential (alpha=0.05),39,60,0.010845173550017953,0.0012791320790196605,459.6535967338765,0.9946794931010707,42383.240302386155,777.6206293612637
Exponential (alpha=0.05),39,80,0.010845173550017953,0.0012791320790196605,3061.6295104832448,0.9989216624788194,282303.41322623397,780.9370729436055
Exponential (alpha=0.05),40,20,0.017008774143035605,0.003347654319770388,10.329828091798154,0.8838965794850744,607.3234910594937,264.03460297587276
Exponential (alpha=0.05),40,40,0.017008774143035605,0.003347654319770388,71.04769883253822,0.9784395209547943,4177.120480928499,292.2761513589098
Exponential (alpha=0.05),40,60,0.017008774143035605,0.003347654319770388,471.7058272957045,0.9959962053262362,27733.08783461715,297.5206248586114
Exponential (alpha=0.05),40,80,0.017008774143035605,0.003347654319770388,3143.531249312987,0.9992564927818871,184818.21339342764,298.49452692353566
Exponential (alpha=0.05),41,20,0.00783791772123565,0.0009029567148020201,12.884198418086235,0.8145650987305039,1643.8292509163016,902.1086885731777
Exponential (alpha=0.05),41,40,0.00783791772123565,0.0009029567148020201,88.18288578983322,0.9500940685605139,11250.805241252308,1052.203335922504
Exponential (alpha=0.05),41,60,0.00783791772123565,0.0009029567148020201,587.8441148940954,0.9865688606848056,75000.03645437879,1092.5981759917695
Exponential (alpha=0.05),41,80,0.00783791772123565,0.0009029567148020201,3934.564040703643,0.9963852893210222,501990.98537887767,1103.469603674211
Exponential (alpha=0.05),42,20,0.008695156594617708,0.0010538229971348218,10.94439363072507,0.8486385790185998,1258.6770014286988,805.295178147202
Exponential (alpha=0.05),42,40,0.008695156594617708,0.0010538229971348218,75.15880175599898,0.9652803925521762,8643.75482252711,915.979623011304
Exponential (alpha=0.05),42,60,0.008695156594617708,0.0010538229971348218,499.5156202902418,0.9920359419624827,57447.57035681149,941.3686584163593
Exponential (alpha=0.05),42,80,0.008695156594617708,0.0010538229971348218,3332.6583117017203,0.9981731872824177,383277.54940967413,947.192449822314
Exponential (alpha=0.05),43,20,0.010982787497516822,0.0008792937512355044,6.470437850361471,0.9191820459016516,589.1434985185023,1045.3640135219155
Exponential (alpha=0.05),43,40,0.010982787497516822,0.0008792937512355044,45.44629485241655,0.9888022559430834,4137.956311961228,1124.5414327455028
Exponential (alpha=0.05),43,60,0.010982787497516822,0.0008792937512355044,299.51605413014556,0.9984484948503531,27271.405749277576,1135.5118722405468
Exponential (alpha=0.05),43,80,0.010982787497516822,0.0008792937512355044,1977.7127254089041,0.999785030965119,180073.84060521846,1137.0318831713282
Exponential (alpha=0.05),44,20,0.009891884724762458,0.0013724237175343676,7.716073512266616,0.8984329571433771,780.0407835496554,654.632344960365
Exponential (alpha=0.05),44,40,0.009891884724762458,0.0013724237175343676,53.66248558691692,0.9830626949946134,5424.900013963786,716.2967833610753
Exponential (alpha=0.05),44,60,0.009891884724762458,0.0013724237175343676,354.5626360959991,0.9971755375288954,35843.78972518502,726.5799359645245
Exponential (alpha=0.05),44,80,0.009891884724762458,0.0013724237175343676,2349.292016316679,0.9995289930568522,237496.905943331,728.2947529675927
Exponential (alpha=0.05),45,20,0.013338703261198301,0.001879368963199048,9.114293690732746,0.8902248079101877,683.2968326510813,473.68282911364605
Exponential (alpha=0.05),45,40,0.013338703261198301,0.001879368963199048,62.94110923738221,0.9805116015355725,4718.682768493429,521.7238446594483
Exponential (alpha=0.05),45,60,0.013338703261198301,0.001879368963199048,416.9832960406717,0.9965402230915524,31261.156938875498,530.2525699184669
Exponential (alpha=0.05),45,80,0.013338703261198301,0.001879368963199048,2771.9851980932613,0.9993857855336911,207815.19339657464,531.7666751827045
Exponential (alpha=0.05),46,20,0.007821971600160429,0.0013753752664966165,17.51707938939285,0.7341125050462938,2239.4711055706343,533.7543304690113
Exponential (alpha=0.05),46,40,0.007821971600160429,0.0013753752664966165,119.52459491544842,0.9054012900444275,15280.622458117381,658.2940026923633
Exponential (alpha=0.05),46,60,0.007821971600160429,0.0013753752664966165,801.5380418910852,0.966343223750231,102472.63513104201,702.6033160456029
Exponential (alpha=0.05),46,80,0.007821971600160429,0.0013753752664966165,5396.892059836119,0.9880254330308984,689965.6934366091,718.3678930254786
Exponential (alpha=0.05),47,20,0.0070080663942105785,0.0017836824210634762,12.23991518224974,0.8132001143338833,1746.5466923393717,455.91081925510156
Exponential (alpha=0.05),47,40,0.0070080663942105785,0.0017836824210634762,83.84954612758999,0.9494373417775984,11964.719139204228,532.2905748430427
Exponential (alpha=0.05),47,60,0.0070080663942105785,0.0017836824210634762,558.4198975105311,0.9863137903034253,79682.44962578606,552.9649101785706
Exponential (alpha=0.05),47,80,0.0070080663942105785,0.0017836824210634762,3733.8644235954375,0.9962954412908952,532795.2409450941,558.5610022093047
Exponential (alpha=0.05),48,20,0.009300972771848914,0.002460474206439143,12.056591231565182,0.8269660096447369,1296.2720702462839,336.1002554484981
Exponential (alpha=0.05),48,40,0.009300972771848914,0.002460474206439143,82.61786090727037,0.9558919359426639,8882.7118329435,388.4990678026877
Exponential (alpha=0.05),48,60,0.009300972771848914,0.002460474206439143,550.062794199472,0.9887564211465133,59140.3509754589,401.85603984672906
Exponential (alpha=0.05),48,80,0.009300972771848914,0.002460474206439143,3676.8950557151807,0.9971339012910858,395323.70919831615,405.2608632418468
Exponential (alpha=0.05),49,20,0.0133820271816458,0.0021013529249314556,9.730963766567678,0.8818833260515,727.1666417765966,419.6740657738834
Exponential (alpha=0.05),49,40,0.0133820271816458,0.0021013529249314556,67.04948755384355,0.9777613539372043,5010.413343114058,465.30087443726154
