q,r_actual,rank_gain_accepted,reference_scale,projected_sample_norm,rank_acceptance_cutoff,gaussian_energy,rademacher_energy,ideal_tail_q,gaussian_to_ideal_tail,rademacher_to_ideal_tail,s1_sigma_max,s1_sigma_min,s1_condition,s1_pinv_norm,s1_stable_rank,s1_numerical_rank,s1_full_row_rank,y_sigma_min,y_condition,y_numerical_rank,graph_factor_op,graph_factor_fro,graph_projection_bound,graph_identity_error,subspace_projection_op,subspace_projection_fro,largest_principal_angle_rad,largest_principal_angle_deg,sigma_min_u1tq,dimension,step_rank,eta,orientation_seed,basis_trial,basis_seed,q_offset,budget,ell,constructed_basis_queries,accounted_total_queries,rank_risk,gaussian_risk,rademacher_risk,next_q,gaussian_energy_ratio_next,gaussian_risk_difference_next,gaussian_local_improves,rademacher_energy_ratio_next,rademacher_risk_difference_next,rademacher_local_improves,local_energy_ratio_threshold
13,13,True,15.182943159311826,1.590912800212435,1.5182943159311825e-11,2.000000000485004,1.9841073024352713,2.000000000485,1.000000000000002,0.9920536509770627,7.856807913693202,0.8232739233015706,9.54337030642862,1.2146625463244431,3.734389913520269,13,False,0.8232739235737793,9.543370303311553,13,,,,,1.0000000000000002,1.414213562976739,1.5707963267948966,90.0,0.0,500,15,1e-06,52001,58,70058,-2,160,134,26,160,0.029850746275895523,0.02985074627589558,0.02961354182739211,14.0,0.500000000121251,-0.014699231117031884,1.0,0.5010306460771929,-0.014551442378519071,1.0,0.9850746268656716
14,14,True,15.529357865969622,1.3759796206251393,1.5529357865969623e-11,1.000000000485004,0.9940985636256205,1.000000000485,1.000000000000004,0.9940985631434827,7.989323769745949,0.721347010419223,11.075562322082432,1.3862953412932746,3.7782174842375067,14,False,0.7213470107337122,11.075562317295844,14,,,,,0.9999999999999998,1.0000000011142425,1.5707963057214724,89.99999879258174,0.0,500,15,1e-06,52001,58,70058,-1,160,132,28,160,0.015151515158863637,0.015151515158863697,0.015062099448873038,15.0,4.852947888692537e-10,-0.015151515151397624,1.0,1.4605250921816553e-11,-0.015062099448649668,1.0,0.9848484848484849
15,15,True,16.492111013741084,0.1718239362189041,1.6492111013741085e-11,4.852947891046236e-10,1.4519058962769607e-11,4.85e-10,1.000607812586853,0.029936204046947645,8.519189896485496,0.060150965379649306,141.63014413344342,16.624837085961833,3.7476230469265217,15,True,0.06015096947414629,141.63013449305478,15,0.00036898053908505495,0.00037165346534179174,0.00036898051396732755,1.0022906983542246e-15,0.00036898051396632526,0.0003716534404024143,0.00036898052233890074,0.021141026652551603,0.9999999319266877,500,15,1e-06,52001,58,70058,0,160,130,30,160,7.46153846153846e-12,7.46607367853267e-12,2.233701378887632e-13,16.0,0.9974021914487745,9.695891758643072e-14,0.0,1.0627242882067982,1.7719809011890925e-14,0.0,0.9846153846153847
16,16,True,17.004376565815402,0.00013926619028451393,1.7004376565815403e-11,4.840340861516225e-10,1.5429756601641863e-11,4.84e-10,1.0000704259331044,0.031879662400086495,8.551185163051771,0.1836578885735303,46.56040222104683,5.444906329736195,3.954292643833074,15,True,2.1249280167077e-05,402422.34540848626,16,0.00012404346510828555,0.00013087617493914361,0.00012404346415397072,,0.00012323606252682154,0.0001301052400413829,0.00012323606283875518,0.007060906284469675,0.9999999924064366,500,15,1e-06,52001,58,70058,1,160,128,32,160,7.5625e-12,7.563032596119101e-12,2.410899469006541e-13,17.0,0.9978931043010734,1.0386068669638708e-13,0.0,1.0603181785128695,1.859975809537482e-14,0.0,0.984375
17,17,True,17.230723266479167,7.926863298182128e-05,1.7230723266479167e-11,4.830142768173758e-10,1.6360451414749824e-11,4.83e-10,1.0000295586281072,0.03387257021687334,8.603043655752831,0.2945163443897008,29.210751184556933,3.395397298143871,4.011462730076305,15,True,2.0485425068100833e-05,419959.24552107457,17,7.66278228935402e-05,8.443813978822545e-05,7.662782266856769e-05,,7.659281139105855e-05,8.438630580393881e-05,7.659281146594664e-05,0.004388444838039963,0.9999999970667707,500,15,1e-06,52001,58,70058,2,160,126,34,160,7.666666666666666e-12,7.666893282815489e-12,2.5968970499602894e-13,,,,,,,,
13,13,True,15.182943159311826,1.590912800212435,1.5182943159311825e-11,2.000000000485004,1.9841073024352713,2.000000000485,1.000000000000002,0.9920536509770627,7.856807913693202,0.8232739233015706,9.54337030642862,1.2146625463244431,3.734389913520269,13,False,0.8232739235737793,9.543370303311553,13,,,,,1.0000000000000002,1.414213562976739,1.5707963267948966,90.0,0.0,500,15,1e-06,52001,58,70058,-2,240,214,26,240,0.01869158878957944,0.018691588789579477,0.018543058901264217,14.0,0.500000000121251,-0.009257626520853024,1.0,0.5010306460771929,-0.009164770565173458,1.0,0.9906542056074766
14,14,True,15.529357865969622,1.3759796206251393,1.5529357865969623e-11,1.000000000485004,0.9940985636256205,1.000000000485,1.000000000000004,0.9940985631434827,7.989323769745949,0.721347010419223,11.075562322082432,1.3862953412932746,3.7782174842375067,14,False,0.7213470107337122,11.075562317295844,14,,,,,0.9999999999999998,1.0000000011142425,1.5707963057214724,89.99999879258174,0.0,500,15,1e-06,52001,58,70058,-1,240,212,28,240,0.009433962268726415,0.009433962268726453,0.00937828833609076,15.0,4.852947888692537e-10,-0.009433962264104598,1.0,1.4605250921816553e-11,-0.009378288335952483,1.0,0.9905660377358491
15,15,True,16.492111013741084,0.1718239362189041,1.6492111013741085e-11,4.852947891046236e-10,1.4519058962769607e-11,4.85e-10,1.000607812586853,0.029936204046947645,8.519189896485496,0.060150965379649306,141.63014413344342,16.624837085961833,3.7476230469265217,15,True,0.06015096947414629,141.63013449305478,15,0.00036898053908505495,0.00037165346534179174,0.00036898051396732755,1.0022906983542246e-15,0.00036898051396632526,0.0003716534404024143,0.00036898052233890074,0.021141026652551603,0.9999999319266877,500,15,1e-06,52001,58,70058,0,240,210,30,240,4.619047619047619e-12,4.621855134329749e-12,1.382767520263772e-13,16.0,0.9974021914487745,3.231877097431361e-14,0.0,1.0627242882067982,1.0086292220179178e-14,0.0,0.9904761904761905
16,16,True,17.004376565815402,0.00013926619028451393,1.7004376565815403e-11,4.840340861516225e-10,1.5429756601641863e-11,4.84e-10,1.0000704259331044,0.031879662400086495,8.551185163051771,0.1836578885735303,46.56040222104683,5.444906329736195,3.954292643833074,15,True,2.1249280167077e-05,402422.34540848626,16,0.00012404346510828555,0.00013087617493914361,0.00012404346415397072,,0.00012323606252682154,0.0001301052400413829,0.00012323606283875518,0.007060906284469675,0.9999999924064366,500,15,1e-06,52001,58,70058,1,240,208,32,240,4.653846153846153e-12,4.654173905304063e-12,1.4836304424655639e-13,17.0,0.9978931043010734,3.528509292288617e-14,0.0,1.0603181785128695,1.0476289877228298e-14,0.0,0.9903846153846154
17,17,True,17.230723266479167,7.926863298182128e-05,1.7230723266479167e-11,4.830142768173758e-10,1.6360451414749824e-11,4.83e-10,1.0000295586281072,0.03387257021687334,8.603043655752831,0.2945163443897008,29.210751184556933,3.395397298143871,4.011462730076305,15,True,2.0485425068100833e-05,419959.24552107457,17,7.66278228935402e-05,8.443813978822545e-05,7.662782266856769e-05,,7.659281139105855e-05,8.438630580393881e-05,7.659281146594664e-05,0.004388444838039963,0.9999999970667707,500,15,1e-06,52001,58,70058,2,240,206,34,240,4.689320388349515e-12,4.689458998226949e-12,1.5883933412378468e-13,,,,,,,,
13,13,True,13.245888131112181,0.8103866691462092,1.3245888131112181e-11,2.000000000485015,1.9851739445523309,2.000000000485,1.0000000000000075,0.9925869720354631,6.625251302007395,0.30299999763999297,21.8655160185154,3.300330058708918,3.9972144937974994,13,False,0.30299999840260966,21.86551596360555,13,,,,,1.0000000000000004,1.4142135649747851,1.5707963267948966,90.0,0.0,500,15,1e-06,52001,59,70059,-2,80,54,26,80,0.07407407409203703,0.0740740740920376,0.07352496090934559,14.0,0.5000000001212546,-0.03561253561184465,1.0,0.5010311126773822,-0.035269810513299346,1.0,0.9629629629629629
14,14,True,14.149474321957056,1.830573152298921,1.4149474321957057e-11,1.0000000004850167,0.9946339102972023,1.000000000485,1.0000000000000167,0.9946339098148048,6.91777092497479,0.29033361114775336,23.82697234959226,3.444313581354834,4.183581725843068,14,False,0.29033361193626284,23.826972284998757,14,,,,,0.9999999999999996,1.0000000041873935,1.5707962969925742,89.9999982924527,0.0,500,15,1e-06,52001,59,70059,-1,80,52,28,80,0.038461538480192306,0.03846153848019295,0.03825515039604624,15.0,4.905926848753485e-10,-0.038461538460569246,1.0,1.7113829101550405e-11,-0.03825515039536536,1.0,0.9615384615384616
15,15,True,14.657644251492842,0.07499134729922095,1.465764425149284e-11,4.905926851132941e-10,1.7021994759433135e-11,4.85e-10,1.0115313095119467,0.03509689641120234,6.996385515744416,0.017184081410924437,407.1434107206105,58.19339283182573,4.389154715970747,15,True,0.017184094867254956,407.1430919012271,15,0.0012514564209841106,0.001252975938778132,0.0012514554410052961,1.7184604433895245e-15,0.0012514554410035777,0.0012529749599844851,0.001251455767663029,0.07170313373439609,0.9999992169293327,500,15,1e-06,52001,59,70059,0,80,50,30,80,1.94e-11,1.9623707404531764e-11,6.808797903773253e-13,16.0,0.996174005089712,7.39445928677656e-13,0.0,1.0241928042982977,4.552873243162254e-14,0.0,0.96
16,16,True,15.166885890510002,6.167064829257293e-05,1.5166885890510002e-11,4.887156799970261e-10,1.743380454741475e-11,4.84e-10,1.0097431404897235,0.036020257329369317,7.0786678860587235,0.018387896298226573,384.96344395532776,54.38360015639447,4.590814715909545,15,True,2.2475052504049642e-05,314956.6785134714,16,0.0011795646850900072,0.0011809854885353954,0.001179563864483727,,0.0011787059203587137,0.0011801263150087737,0.0011787061932976004,0.06753489016188391,0.9999993053259353,500,15,1e-06,52001,59,70059,1,80,48,32,80,2.0166666666666665e-11,2.036315333320942e-11,7.264085228089479e-13,17.0,0.9883314294373651,6.374147798303488e-13,0.0,0.9383194168146577,-1.517037864412464e-14,1.0,0.9583333333333334
17,17,True,15.777337128441342,0.0016569211035729731,1.5777337128441342e-11,4.830130665999147e-10,1.6358477315790935e-11,4.83e-10,1.0000270530018938,0.033868483055467774,7.1286762750779324,0.3318523572190584,21.481469454719694,3.0133882681444746,4.898347874128365,15,True,2.1488630569057088e-05,331741.766987043,17,6.615978698167305e-05,8.080616369680261e-05,6.615978683687848e-05,,6.615687532753303e-05,8.076553285056124e-05,6.615687537579152e-05,0.003790509744805816,0.9999999978116337,500,15,1e-06,52001,59,70059,2,80,46,34,80,2.1e-11,2.100056811303977e-11,7.112381441648232e-13,,,,,,,,
13,13,True,13.245888131112181,0.8103866691462092,1.3245888131112181e-11,2.000000000485015,1.9851739445523309,2.000000000485,1.0000000000000075,0.9925869720354631,6.625251302007395,0.30299999763999297,21.8655160185154,3.300330058708918,3.9972144937974994,13,False,0.30299999840260966,21.86551596360555,13,,,,,1.0000000000000004,1.4142135649747851,1.5707963267948966,90.0,0.0,500,15,1e-06,52001,59,70059,-2,160,134,26,160,0.029850746275895523,0.029850746275895748,0.029629461858990014,14.0,0.5000000001212546,-0.014699231117031858,1.0,0.5010311126773822,-0.014559251096911191,1.0,0.9850746268656716
14,14,True,14.149474321957056,1.830573152298921,1.4149474321957057e-11,1.0000000004850167,0.9946339102972023,1.000000000485,1.0000000000000167,0.9946339098148048,6.91777092497479,0.29033361114775336,23.82697234959226,3.444313581354834,4.183581725843068,14,False,0.29033361193626284,23.826972284998757,14,,,,,0.9999999999999996,1.0000000041873935,1.5707962969925742,89.9999982924527,0.0,500,15,1e-06,52001,59,70059,-1,160,132,28,160,0.015151515158863637,0.01515151515886389,0.015070210762078822,15.0,4.905926848753485e-10,-0.01515151515131631,1.0,1.7113829101550405e-11,-0.015070210761816945,1.0,0.9848484848484849
15,15,True,14.657644251492842,0.07499134729922095,1.465764425149284e-11,4.905926851132941e-10,1.7021994759433135e-11,4.85e-10,1.0115313095119467,0.03509689641120234,6.996385515744416,0.017184081410924437,407.1434107206105,58.19339283182573,4.389154715970747,15,True,0.017184094867254956,407.1430919012271,15,0.0012514564209841106,0.001252975938778132,0.0012514554410052961,1.7184604433895245e-15,0.0012514554410035777,0.0012529749599844851,0.001251455767663029,0.07170313373439609,0.9999992169293327,500,15,1e-06,52001,59,70059,0,160,130,30,160,7.46153846153846e-12,7.547579770973755e-12,2.6187684245281746e-13,16.0,0.996174005089712,8.860272897977777e-14,0.0,1.0241928042982977,1.0526353600537997e-14,0.0,0.9846153846153847
16,16,True,15.166885890510002,6.167064829257293e-05,1.5166885890510002e-11,4.887156799970261e-10,1.743380454741475e-11,4.84e-10,1.0097431404897235,0.036020257329369317,7.0786678860587235,0.018387896298226573,384.96344395532776,54.38360015639447,4.590814715909545,15,True,2.2475052504049642e-05,314956.6785134714,16,0.0011795646850900072,0.0011809854885353954,0.001179563864483727,,0.0011787059203587137,0.0011801263150087737,0.0011787061932976004,0.06753489016188391,0.9999993053259353,500,15,1e-06,52001,59,70059,1,160,128,32,160,7.5625e-12,7.636182499953533e-12,2.7240319605335546e-13,17.0,0.9883314294373651,3.0691573060986705e-14,0.0,0.9383194168146577,-1.2744825961435866e-14,1.0,0.984375
17,17,True,15.777337128441342,0.0016569211035729731,1.5777337128441342e-11,4.830130665999147e-10,1.6358477315790935e-11,4.83e-10,1.0000270530018938,0.033868483055467774,7.1286762750779324,0.3318523572190584,21.481469454719694,3.0133882681444746,4.898347874128365,15,True,2.1488630569057088e-05,331741.766987043,17,6.615978698167305e-05,8.080616369680261e-05,6.615978683687848e-05,,6.615687532753303e-05,8.076553285056124e-05,6.615687537579152e-05,0.003790509744805816,0.9999999978116337,500,15,1e-06,52001,59,70059,2,160,126,34,160,7.666666666666666e-12,7.66687407301452e-12,2.596583700919196e-13,,,,,,,,
13,13,True,13.245888131112181,0.8103866691462092,1.3245888131112181e-11,2.000000000485015,1.9851739445523309,2.000000000485,1.0000000000000075,0.9925869720354631,6.625251302007395,0.30299999763999297,21.8655160185154,3.300330058708918,3.9972144937974994,13,False,0.30299999840260966,21.86551596360555,13,,,,,1.0000000000000004,1.4142135649747851,1.5707963267948966,90.0,0.0,500,15,1e-06,52001,59,70059,-2,240,214,26,240,0.01869158878957944,0.01869158878957958,0.018553027519180663,14.0,0.5000000001212546,-0.009257626520853008,1.0,0.5010311126773822,-0.009169688742791962,1.0,0.9906542056074766
14,14,True,14.149474321957056,1.830573152298921,1.4149474321957057e-11,1.0000000004850167,0.9946339102972023,1.000000000485,1.0000000000000167,0.9946339098148048,6.91777092497479,0.29033361114775336,23.82697234959226,3.444313581354834,4.183581725843068,14,False,0.29033361193626284,23.826972284998757,14,,,,,0.9999999999999996,1.0000000041873935,1.5707962969925742,89.9999982924527,0.0,500,15,1e-06,52001,59,70059,-1,240,212,28,240,0.009433962268726415,0.009433962268726573,0.009383338776388701,15.0,4.905926848753485e-10,-0.009433962264054262,1.0,1.7113829101550405e-11,-0.009383338776226588,1.0,0.9905660377358491
15,15,True,14.657644251492842,0.07499134729922095,1.465764425149284e-11,4.905926851132941e-10,1.7021994759433135e-11,4.85e-10,1.0115313095119467,0.03509689641120234,6.996385515744416,0.017184081410924437,407.1434107206105,58.19339283182573,4.389154715970747,15,True,0.017184094867254956,407.1430919012271,15,0.0012514564209841106,0.001252975938778132,0.0012514554410052961,1.7184604433895245e-15,0.0012514554410035777,0.0012529749599844851,0.001251455767663029,0.07170313373439609,0.9999992169293327,500,15,1e-06,52001,59,70059,0,240,210,30,240,4.619047619047619e-12,4.672311286793277e-12,1.621142358041251e-13,16.0,0.996174005089712,2.6877943947358314e-14,0.0,1.0241928042982977,5.518500228709031e-15,0.0,0.9904761904761905
16,16,True,15.166885890510002,6.167064829257293e-05,1.5166885890510002e-11,4.887156799970261e-10,1.743380454741475e-11,4.84e-10,1.0097431404897235,0.036020257329369317,7.0786678860587235,0.018387896298226573,384.96344395532776,54.38360015639447,4.590814715909545,15,True,2.2475052504049642e-05,314956.6785134714,16,0.0011795646850900072,0.0011809854885353954,0.001179563864483727,,0.0011787059203587137,0.0011801263150087737,0.0011787061932976004,0.06753489016188391,0.9999993053259353,500,15,1e-06,52001,59,70059,1,240,208,32,240,4.653846153846153e-12,4.699189230740635e-12,1.6763273603283413e-13,17.0,0.9883314294373651,-9.741982197774145e-15,1.0,0.9383194168146577,-8.812567918359037e-15,1.0,0.9903846153846154
17,17,True,15.777337128441342,0.0016569211035729731,1.5777337128441342e-11,4.830130665999147e-10,1.6358477315790935e-11,4.83e-10,1.0000270530018938,0.033868483055467774,7.1286762750779324,0.3318523572190584,21.481469454719694,3.0133882681444746,4.898347874128365,15,True,2.1488630569057088e-05,331741.766987043,17,6.615978698167305e-05,8.080616369680261e-05,6.615978683687848e-05,,6.615687532753303e-05,8.076553285056124e-05,6.615687537579152e-05,0.003790509744805816,0.9999999978116337,500,15,1e-06,52001,59,70059,2,240,206,34,240,4.689320388349515e-12,4.689447248542861e-12,1.588201681144751e-13,,,,,,,,
13,13,True,13.663419106946797,1.3077869822563883,1.3663419106946798e-11,2.0000000004850085,1.9847219445663788,2.000000000485,1.0000000000000042,0.9923609720425419,6.402378469573366,0.40053113669511764,15.984720994230281,2.496684797719472,4.554451619282706,13,False,0.4005311372632346,15.984720971648988,13,,,,,1.0,1.4142135639977793,1.5707963267948966,90.0,0.0,500,15,1e-06,52001,60,70060,-2,80,54,26,80,0.07407407409203703,0.07407407409203735,0.07350822016912514,14.0,0.5000000001212657,-0.03561253561184368,1.0,0.5010676468661822,-0.03525899115191172,1.0,0.9629629629629629
14,14,True,14.080243103143765,0.41252347823943086,1.4080243103143764e-11,1.0000000004850356,0.9944799544475489,1.000000000485,1.0000000000000355,0.994479953965226,6.457932370075852,0.1896630295255209,34.0495055163446,5.272508841083554,4.753716973638612,14,False,0.18966303084272929,34.049505280065425,14,,,,,0.9999999999999999,1.0000000089186507,1.5707963118937354,89.99999914622636,0.0,500,15,1e-06,52001,60,70060,-1,80,52,28,80,0.038461538480192306,0.03846153848019367,0.03824922901721342,15.0,4.851831546818965e-10,-0.03846153846078635,1.0,1.458518981692277e-11,-0.03824922901663323,1.0,0.9615384615384616
15,15,True,14.820311308636681,0.629957339515383,1.482031130863668e-11,4.851831549172276e-10,1.4504678904742212e-11,4.85e-10,1.000377639004593,0.02990655444276745,6.73837310187132,0.07689364461876615,87.63238022179532,13.004975963331391,4.837316954306369,15,True,0.07689364781324567,87.63237658163074,15,0.00028825947401219155,0.0002968503030506409,0.00028825946203594446,7.42570067935322e-16,0.0002882594620352019,0.00029685029140274837,0.00028825946602728417,0.016516050808058118,0.99999995845324,500,15,1e-06,52001,60,70060,0,80,50,30,80,1.94e-11,1.9407326196689105e-11,5.801871561896885e-13,16.0,0.9976808914034362,7.617555738005256e-13,0.0,1.0637165381597358,6.268229512993376e-14,0.0,0.96
16,16,True,15.033428418954633,0.00014176469926624499,1.5033428418954634e-11,4.840579624917511e-10,1.5428866831670933e-11,4.84e-10,1.0001197572143619,0.03187782403237796,6.774431560767721,0.14249894507878702,47.54022254004876,7.017595810601296,4.92459306111931,15,True,2.1569953459289867e-05,314067.9730064299,16,0.00016149775719292612,0.00016925770950764388,0.0001614977550868722,,0.00016147763184311902,0.00016923483609465842,0.0001614776325448746,0.009251986830585661,0.999999986962487,500,15,1e-06,52001,60,70060,1,80,48,32,80,2.0166666666666665e-11,2.016908177048963e-11,6.428694513196222e-13,17.0,0.9979035617509302,8.327949627458723e-13,0.0,1.0603209010377905,6.841533046078665e-14,0.0,0.9583333333333334
17,17,True,15.624845126955675,6.395201747587592e-05,1.5624845126955676e-11,4.830431648644166e-10,1.6359549980949405e-11,4.83e-10,1.0000893682493097,0.03387070389430519,7.157486605358765,0.15759367529234602,45.41734680710495,6.345432316017366,4.765520638556143,15,True,2.1569917930622673e-05,331827.25258448935,17,0.00014024842649643858,0.00014694620810375595,0.0001402484251171219,,0.00013954225877347697,0.00014626173034058075,0.00013954225922633908,0.007995182517389702,0.9999999902639783,500,15,1e-06,52001,60,70060,2,80,46,34,80,2.1e-11,2.1001876733235503e-11,7.112847817804089e-13,,,,,,,,
13,13,True,13.663419106946797,1.3077869822563883,1.3663419106946798e-11,2.0000000004850085,1.9847219445663788,2.000000000485,1.0000000000000042,0.9923609720425419,6.402378469573366,0.40053113669511764,15.984720994230281,2.496684797719472,4.554451619282706,13,False,0.4005311372632346,15.984720971648988,13,,,,,1.0,1.4142135639977793,1.5707963267948966,90.0,0.0,500,15,1e-06,52001,60,70060,-2,160,134,26,160,0.029850746275895523,0.029850746275895648,0.02962271559054297,14.0,0.5000000001212657,-0.014699231117031471,1.0,0.5010676468661822,-0.014554837492852834,1.0,0.9850746268656716
14,14,True,14.080243103143765,0.41252347823943086,1.4080243103143764e-11,1.0000000004850356,0.9944799544475489,1.000000000485,1.0000000000000355,0.994479953965226,6.457932370075852,0.1896630295255209,34.0495055163446,5.272508841083554,4.753716973638612,14,False,0.18966303084272929,34.049505280065425,14,,,,,0.9999999999999999,1.0000000089186507,1.5707963118937354,89.99999914622636,0.0,500,15,1e-06,52001,60,70060,-1,160,132,28,160,0.015151515158863637,0.015151515158864176,0.015067878097690135,15.0,4.851831546818965e-10,-0.01515151515139982,1.0,1.458518981692277e-11,-0.015067878097466986,1.0,0.9848484848484849
15,15,True,14.820311308636681,0.629957339515383,1.482031130863668e-11,4.851831549172276e-10,1.4504678904742212e-11,4.85e-10,1.000377639004593,0.02990655444276745,6.73837310187132,0.07689364461876615,87.63238022179532,13.004975963331391,4.837316954306369,15,True,0.07689364781324567,87.63237658163074,15,0.00028825947401219155,0.0002968503030506409,0.00028825946203594446,7.42570067935322e-16,0.0002882594620352019,0.00029685029140274837,0.00028825946602728417,0.016516050808058118,0.99999995845324,500,15,1e-06,52001,60,70060,0,160,130,30,160,7.46153846153846e-12,7.46435622949581e-12,2.2314890622680326e-13,16.0,0.9976808914034362,9.904943443780095e-14,0.0,1.0637165381597358,1.7927138018055073e-14,0.0,0.9846153846153847
16,16,True,15.033428418954633,0.00014176469926624499,1.5033428418954634e-11,4.840579624917511e-10,1.5428866831670933e-11,4.84e-10,1.0001197572143619,0.03187782403237796,6.774431560767721,0.14249894507878702,47.54022254004876,7.017595810601296,4.92459306111931,15,True,2.1569953459289867e-05,314067.9730064299,16,0.00016149775719292612,0.00016925770950764388,0.0001614977550868722,,0.00016147763184311902,0.00016923483609465842,0.0001614776325448746,0.009251986830585661,0.999999986962487,500,15,1e-06,52001,60,70060,1,160,128,32,160,7.5625e-12,7.563405663933611e-12,2.4107604424485833e-13,17.0,0.9979035617509302,1.0394615931109715e-13,0.0,1.0603209010377905,1.859935227814807e-14,0.0,0.984375
17,17,True,15.624845126955675,6.395201747587592e-05,1.5624845126955676e-11,4.830431648644166e-10,1.6359549980949405e-11,4.83e-10,1.0000893682493097,0.03387070389430519,7.157486605358765,0.15759367529234602,45.41734680710495,6.345432316017366,4.765520638556143,15,True,2.1569917930622673e-05,331827.25258448935,17,0.00014024842649643858,0.00014694620810375595,0.0001402484251171219,,0.00013954225877347697,0.00014626173034058075,0.00013954225922633908,0.007995182517389702,0.9999999902639783,500,15,1e-06,52001,60,70060,2,160,126,34,160,7.666666666666666e-12,7.667351823244708e-12,2.596753965230064e-13,,,,,,,,
13,13,True,13.663419106946797,1.3077869822563883,1.3663419106946798e-11,2.0000000004850085,1.9847219445663788,2.000000000485,1.0000000000000042,0.9923609720425419,6.402378469573366,0.40053113669511764,15.984720994230281,2.496684797719472,4.554451619282706,13,False,0.4005311372632346,15.984720971648988,13,,,,,1.0,1.4142135639977793,1.5707963267948966,90.0,0.0,500,15,1e-06,52001,60,70060,-2,240,214,26,240,0.01869158878957944,0.01869158878957952,0.018548803220246532,14.0,0.5000000001212657,-0.009257626520852769,1.0,0.5010676468661822,-0.009166916857533807,1.0,0.9906542056074766
14,14,True,14.080243103143765,0.41252347823943086,1.4080243103143764e-11,1.0000000004850356,0.9944799544475489,1.000000000485,1.0000000000000355,0.994479953965226,6.457932370075852,0.1896630295255209,34.0495055163446,5.272508841083554,4.753716973638612,14,False,0.18966303084272929,34.049505280065425,14,,,,,0.9999999999999999,1.0000000089186507,1.5707963118937354,89.99999914622636,0.0,500,15,1e-06,52001,60,70060,-1,240,212,28,240,0.009433962268726415,0.00943396226872675,0.009381886362712725,15.0,4.851831546818965e-10,-0.009433962264105958,1.0,1.458518981692277e-11,-0.009381886362574586,1.0,0.9905660377358491
15,15,True,14.820311308636681,0.629957339515383,1.482031130863668e-11,4.851831549172276e-10,1.4504678904742212e-11,4.85e-10,1.000377639004593,0.02990655444276745,6.73837310187132,0.07689364461876615,87.63238022179532,13.004975963331391,4.837316954306369,15,True,0.07689364781324567,87.63237658163074,15,0.00028825947401219155,0.0002968503030506409,0.00028825946203594446,7.42570067935322e-16,0.0002882594620352019,0.00029685029140274837,0.00028825946602728417,0.016516050808058118,0.99999995845324,500,15,1e-06,52001,60,70060,0,240,210,30,240,4.619047619047619e-12,4.620791951592644e-12,1.3813979909278296e-13,16.0,0.9976808914034362,3.3611533904962364e-14,0.0,1.0637165381597358,1.0214689673283691e-14,0.0,0.9904761904761905
16,16,True,15.033428418954633,0.00014176469926624499,1.5033428418954634e-11,4.840579624917511e-10,1.5428866831670933e-11,4.84e-10,1.0001197572143619,0.03187782403237796,6.774431560767721,0.14249894507878702,47.54022254004876,7.017595810601296,4.92459306111931,15,True,2.1569953459289867e-05,314067.9730064299,16,0.00016149775719292612,0.00016925770950764388,0.0001614977550868722,,0.00016147763184311902,0.00016923483609465842,0.0001614776325448746,0.009251986830585661,0.999999986962487,500,15,1e-06,52001,60,70060,1,240,208,32,240,4.653846153846153e-12,4.654403485497607e-12,1.4835448876606666e-13,17.0,0.9979035617509302,3.533597920546684e-14,0.0,1.0603209010377905,1.047609357324794e-14,0.0,0.9903846153846154
17,17,True,15.624845126955675,6.395201747587592e-05,1.5624845126955676e-11,4.830431648644166e-10,1.6359549980949405e-11,4.83e-10,1.0000893682493097,0.03387070389430519,7.157486605358765,0.15759367529234602,45.41734680710495,6.345432316017366,4.765520638556143,15,True,2.1569917930622673e-05,331827.25258448935,17,0.00014024842649643858,0.00014694620810375595,0.0001402484251171219,,0.00013954225877347697,0.00014626173034058075,0.00013954225922633908,0.007995182517389702,0.9999999902639783,500,15,1e-06,52001,60,70060,2,240,206,34,240,4.689320388349515e-12,4.6897394647030734e-12,1.588305823393146e-13,,,,,,,,
13,13,True,13.058726082828239,1.1244727545778324,1.3058726082828239e-11,2.000000000485006,1.9832839393524229,2.000000000485,1.0000000000000029,0.9916419694357382,6.2151601945012285,0.5863574698563022,10.599609477175022,1.7054442919352055,4.414657043076168,13,False,0.586357470303845,10.599609469148879,13,,,,,0.9999999999999999,1.4142135635138358,1.5707963118937354,89.99999914622636,0.0,500,15,1e-06,52001,61,70061,-2,80,54,26,80,0.07407407409203703,0.07407407409203726,0.0734549607167564,14.0,0.5000000001212527,-0.03561253561184463,1.0,0.5008189478478534,-0.03525241549406308,1.0,0.9629629629629629
14,14,True,13.662615907064573,1.8587732064179718,1.3662615907064574e-11,1.0000000004850083,0.9932661757900264,1.000000000485,1.0000000000000082,0.9932661753082923,6.539933649943857,0.5134853190763539,12.73635955494842,1.9474753471019932,4.364364696433352,14,False,0.513485319579216,12.736359542543976,14,,,,,1.0000000000000002,1.0000000019717306,1.5707963267948966,90.0,0.0,500,15,1e-06,52001,61,70061,-1,80,52,28,80,0.038461538480192306,0.038461538480192625,0.03820254522269333,15.0,5.902364185752764e-10,-0.03846153845658317,1.0,1.0189233520687961e-10,-0.03820254521864508,1.0,0.9615384615384616
