step_rank,basis_trial,eta,budget,s,pair,accounting_feasible,truth_label,dangerous_error_q90,dangerous_error_q95,dangerous_error_q975,dangerous_error_q99,shifted_error_q90,shifted_error_q95,shifted_error_q975,shifted_error_q99
5,9,1e-10,160,4,right,True,1,3.926334321698426e-22,4.604323688458635e-22,5.63456175472679e-22,7.597422138816592e-22,1.5405274329187004e-21,2.1373124653209516e-21,2.766149023860941e-21,3.0940115077149385e-21
5,9,1e-10,240,4,right,True,1,2.4840827189431583e-22,3.128522226931467e-22,3.759926393126885e-22,4.872230949650323e-22,9.955180051174437e-22,1.3829305248373582e-21,1.7888500858035567e-21,2.0009633400950652e-21
5,10,1e-10,80,4,left,True,1,0.02893825147261385,0.029490154225360454,0.029833105694402593,0.029953218915007306,0.02893825147261385,0.029490154225360454,0.029833105694402593,0.029953218915007306
5,10,1e-10,160,4,left,True,1,0.013081675323236395,0.013331165608724587,0.013486198464592952,0.013540496221852619,0.013081675323236395,0.013331165608724587,0.013486198464592952,0.013540496221852619
5,10,1e-10,240,4,left,True,1,0.008450993792887232,0.008612168933069868,0.008712322901905182,0.00874740021411718,0.008450993792887232,0.008612168933069868,0.008712322901905182,0.00874740021411718
5,10,1e-10,80,4,primary,True,1,7.022773402817156e-22,1.1966776822831832e-21,1.3318527316364138e-21,1.5645534699005287e-21,2.4027345917682068e-21,3.405463110378221e-21,3.875404778825599e-21,4.5694171137335736e-21
5,10,1e-10,160,4,primary,True,1,3.0447766066282498e-22,5.400950304869232e-22,6.284993386632943e-22,7.314394950198815e-22,1.1036435635481223e-21,1.558399295830175e-21,1.769653794358495e-21,2.1141237520018977e-21
5,10,1e-10,240,4,primary,True,1,1.9252100318162481e-22,3.4852076616248753e-22,4.0963119780783373e-22,4.800523039765871e-22,7.164819676660969e-22,1.0106051018122892e-21,1.1468794741294317e-21,1.379706444266203e-21
5,10,1e-10,80,4,right,True,1,7.880118485087895e-22,1.106538083965471e-21,1.380218068938412e-21,1.621596326846442e-21,2.481482697549347e-21,3.800645492743678e-21,5.933460810639183e-21,6.473396810693184e-21
5,10,1e-10,160,4,right,True,1,3.547244815949069e-22,4.827206807901192e-22,6.044081986592104e-22,7.477703948151837e-22,1.1233681481143416e-21,1.7223562379856254e-21,2.698878928706064e-21,2.9246779513522568e-21
