eta,budget,s,pair,estimator,epsilon,fraction,detection,eligible_by_rank
1e-06,240,4,primary,mom_w1,0.3333333333333333,0.1,0.5034444444444445,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,4,primary,mom_w1,0.5,0.01,0.9433333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,4,primary,mom_w1,0.5,0.05,0.605,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,4,primary,mom_w1,0.5,0.1,0.4290185185185185,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,4,primary,mom_w2,0.0,0.01,0.9791666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,4,primary,mom_w2,0.0,0.05,0.8140000000000001,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,4,primary,mom_w2,0.0,0.1,0.7033703703703703,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,4,primary,mom_w2,0.2,0.01,0.9725,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,4,primary,mom_w2,0.2,0.05,0.7313333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,4,primary,mom_w2,0.2,0.1,0.5690462962962962,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,4,primary,mom_w2,0.3333333333333333,0.01,0.9591666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,4,primary,mom_w2,0.3333333333333333,0.05,0.6783333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,4,primary,mom_w2,0.3333333333333333,0.1,0.5034444444444445,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,4,primary,mom_w2,0.5,0.01,0.9433333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,4,primary,mom_w2,0.5,0.05,0.605,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,4,primary,mom_w2,0.5,0.1,0.4290185185185185,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,80,8,primary,sample_variance,0.0,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,8,primary,sample_variance,0.0,0.05,0.9055,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,8,primary,sample_variance,0.0,0.1,0.7995138888888889,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,8,primary,sample_variance,0.2,0.01,0.9941666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,8,primary,sample_variance,0.2,0.05,0.8113333333333332,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,8,primary,sample_variance,0.2,0.1,0.6346875000000001,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,8,primary,sample_variance,0.3333333333333333,0.01,0.9916666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,8,primary,sample_variance,0.3333333333333333,0.05,0.7373333333333334,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,8,primary,sample_variance,0.3333333333333333,0.1,0.5508680555555555,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,8,primary,sample_variance,0.5,0.01,0.9874999999999999,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,8,primary,sample_variance,0.5,0.05,0.6456666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,8,primary,sample_variance,0.5,0.1,0.4632638888888889,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,8,primary,paired_mean,0.0,0.01,0.9958333333333332,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,8,primary,paired_mean,0.0,0.05,0.8741666666666669,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,8,primary,paired_mean,0.0,0.1,0.7671875,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,8,primary,paired_mean,0.2,0.01,0.9925,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,8,primary,paired_mean,0.2,0.05,0.7926666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,8,primary,paired_mean,0.2,0.1,0.6326041666666667,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,8,primary,paired_mean,0.3333333333333333,0.01,0.9874999999999999,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,8,primary,paired_mean,0.3333333333333333,0.05,0.7276666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,8,primary,paired_mean,0.3333333333333333,0.1,0.5585069444444445,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,8,primary,paired_mean,0.5,0.01,0.9775,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,8,primary,paired_mean,0.5,0.05,0.6491666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,8,primary,paired_mean,0.5,0.1,0.47496527777777775,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,8,primary,mom_w1,0.0,0.01,0.9891666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,8,primary,mom_w1,0.0,0.05,0.831,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,8,primary,mom_w1,0.0,0.1,0.7339930555555555,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,8,primary,mom_w1,0.2,0.01,0.9808333333333333,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,8,primary,mom_w1,0.2,0.05,0.7453333333333334,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,8,primary,mom_w1,0.2,0.1,0.616111111111111,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,8,primary,mom_w1,0.3333333333333333,0.01,0.9725,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,8,primary,mom_w1,0.3333333333333333,0.05,0.682,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,8,primary,mom_w1,0.3333333333333333,0.1,0.5409722222222222,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,8,primary,mom_w1,0.5,0.01,0.9608333333333333,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,8,primary,mom_w1,0.5,0.05,0.5991666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,8,primary,mom_w1,0.5,0.1,0.45590277777777777,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,8,primary,mom_w2,0.0,0.01,0.9958333333333332,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,8,primary,mom_w2,0.0,0.05,0.8741666666666669,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,8,primary,mom_w2,0.0,0.1,0.7671875,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,8,primary,mom_w2,0.2,0.01,0.9925,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,8,primary,mom_w2,0.2,0.05,0.7926666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,8,primary,mom_w2,0.2,0.1,0.6326041666666667,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,8,primary,mom_w2,0.3333333333333333,0.01,0.9874999999999999,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,8,primary,mom_w2,0.3333333333333333,0.05,0.7276666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,8,primary,mom_w2,0.3333333333333333,0.1,0.5585069444444445,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,8,primary,mom_w2,0.5,0.01,0.9775,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,8,primary,mom_w2,0.5,0.05,0.6491666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,8,primary,mom_w2,0.5,0.1,0.47496527777777775,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,160,8,primary,sample_variance,0.0,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,8,primary,sample_variance,0.0,0.05,0.9145,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,8,primary,sample_variance,0.0,0.1,0.7904259259259258,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,8,primary,sample_variance,0.2,0.01,0.9941666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,8,primary,sample_variance,0.2,0.05,0.8226666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,8,primary,sample_variance,0.2,0.1,0.5978796296296297,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,8,primary,sample_variance,0.3333333333333333,0.01,0.9916666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,8,primary,sample_variance,0.3333333333333333,0.05,0.7468333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,8,primary,sample_variance,0.3333333333333333,0.1,0.5112777777777778,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,8,primary,sample_variance,0.5,0.01,0.9874999999999999,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,8,primary,sample_variance,0.5,0.05,0.6541666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,8,primary,sample_variance,0.5,0.1,0.42692592592592593,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,8,primary,paired_mean,0.0,0.01,0.9958333333333332,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,8,primary,paired_mean,0.0,0.05,0.8826666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,8,primary,paired_mean,0.0,0.1,0.7567314814814813,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,8,primary,paired_mean,0.2,0.01,0.9925,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,8,primary,paired_mean,0.2,0.05,0.8006666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,8,primary,paired_mean,0.2,0.1,0.5977222222222224,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,8,primary,paired_mean,0.3333333333333333,0.01,0.9883333333333333,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,8,primary,paired_mean,0.3333333333333333,0.05,0.7391666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,8,primary,paired_mean,0.3333333333333333,0.1,0.5224074074074073,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,8,primary,paired_mean,0.5,0.01,0.9783333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,8,primary,paired_mean,0.5,0.05,0.6588333333333334,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,8,primary,paired_mean,0.5,0.1,0.4397870370370371,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,8,primary,mom_w1,0.0,0.01,0.9891666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,8,primary,mom_w1,0.0,0.05,0.8401666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,8,primary,mom_w1,0.0,0.1,0.7241481481481481,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,8,primary,mom_w1,0.2,0.01,0.9816666666666668,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,8,primary,mom_w1,0.2,0.05,0.7556666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,8,primary,mom_w1,0.2,0.1,0.5894351851851851,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,8,primary,mom_w1,0.3333333333333333,0.01,0.9741666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,8,primary,mom_w1,0.3333333333333333,0.05,0.6920000000000001,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,8,primary,mom_w1,0.3333333333333333,0.1,0.5093333333333333,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,8,primary,mom_w1,0.5,0.01,0.9616666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,8,primary,mom_w1,0.5,0.05,0.607,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,8,primary,mom_w1,0.5,0.1,0.42630555555555555,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,8,primary,mom_w2,0.0,0.01,0.9958333333333332,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,8,primary,mom_w2,0.0,0.05,0.8826666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,8,primary,mom_w2,0.0,0.1,0.7567314814814813,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,8,primary,mom_w2,0.2,0.01,0.9925,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,8,primary,mom_w2,0.2,0.05,0.8006666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,8,primary,mom_w2,0.2,0.1,0.5977222222222224,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,8,primary,mom_w2,0.3333333333333333,0.01,0.9883333333333333,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,8,primary,mom_w2,0.3333333333333333,0.05,0.7391666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,8,primary,mom_w2,0.3333333333333333,0.1,0.5224074074074073,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,8,primary,mom_w2,0.5,0.01,0.9783333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,8,primary,mom_w2,0.5,0.05,0.6588333333333334,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,8,primary,mom_w2,0.5,0.1,0.4397870370370371,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,8,primary,sample_variance,0.0,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,8,primary,sample_variance,0.0,0.05,0.9156666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,8,primary,sample_variance,0.0,0.1,0.7956481481481482,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,8,primary,sample_variance,0.2,0.01,0.9941666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,8,primary,sample_variance,0.2,0.05,0.8250000000000001,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,8,primary,sample_variance,0.2,0.1,0.6013333333333332,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,8,primary,sample_variance,0.3333333333333333,0.01,0.9916666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,8,primary,sample_variance,0.3333333333333333,0.05,0.7478333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,8,primary,sample_variance,0.3333333333333333,0.1,0.5124537037037037,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,8,primary,sample_variance,0.5,0.01,0.9874999999999999,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,8,primary,sample_variance,0.5,0.05,0.656,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,8,primary,sample_variance,0.5,0.1,0.42834259259259255,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,8,primary,paired_mean,0.0,0.01,0.9958333333333332,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,8,primary,paired_mean,0.0,0.05,0.8838333333333334,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,8,primary,paired_mean,0.0,0.1,0.7601481481481481,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,8,primary,paired_mean,0.2,0.01,0.9925,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,8,primary,paired_mean,0.2,0.05,0.8019999999999999,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,8,primary,paired_mean,0.2,0.1,0.600462962962963,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,8,primary,paired_mean,0.3333333333333333,0.01,0.9883333333333333,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,8,primary,paired_mean,0.3333333333333333,0.05,0.7401666666666668,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,8,primary,paired_mean,0.3333333333333333,0.1,0.5233703703703704,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,8,primary,paired_mean,0.5,0.01,0.9783333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,8,primary,paired_mean,0.5,0.05,0.66,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,8,primary,paired_mean,0.5,0.1,0.4405370370370371,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,8,primary,mom_w1,0.0,0.01,0.9900000000000001,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,8,primary,mom_w1,0.0,0.05,0.8418333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,8,primary,mom_w1,0.0,0.1,0.7269907407407409,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,8,primary,mom_w1,0.2,0.01,0.9816666666666668,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,8,primary,mom_w1,0.2,0.05,0.7571666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,8,primary,mom_w1,0.2,0.1,0.591824074074074,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,8,primary,mom_w1,0.3333333333333333,0.01,0.9741666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,8,primary,mom_w1,0.3333333333333333,0.05,0.694,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,8,primary,mom_w1,0.3333333333333333,0.1,0.51175,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,8,primary,mom_w1,0.5,0.01,0.9616666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,8,primary,mom_w1,0.5,0.05,0.6078333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,8,primary,mom_w1,0.5,0.1,0.427074074074074,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,8,primary,mom_w2,0.0,0.01,0.9958333333333332,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,8,primary,mom_w2,0.0,0.05,0.8838333333333334,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,8,primary,mom_w2,0.0,0.1,0.7601481481481481,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,8,primary,mom_w2,0.2,0.01,0.9925,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,8,primary,mom_w2,0.2,0.05,0.8019999999999999,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,8,primary,mom_w2,0.2,0.1,0.600462962962963,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,8,primary,mom_w2,0.3333333333333333,0.01,0.9883333333333333,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,8,primary,mom_w2,0.3333333333333333,0.05,0.7401666666666668,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,8,primary,mom_w2,0.3333333333333333,0.1,0.5233703703703704,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,240,8,primary,mom_w2,0.5,0.01,0.9783333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,240,8,primary,mom_w2,0.5,0.05,0.66,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,240,8,primary,mom_w2,0.5,0.1,0.4405370370370371,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,80,16,primary,sample_variance,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,16,primary,sample_variance,0.0,0.05,0.9488333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,16,primary,sample_variance,0.0,0.1,0.8452083333333333,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,16,primary,sample_variance,0.2,0.01,0.9991666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,16,primary,sample_variance,0.2,0.05,0.8561666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,16,primary,sample_variance,0.2,0.1,0.6510416666666666,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,16,primary,sample_variance,0.3333333333333333,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,16,primary,sample_variance,0.3333333333333333,0.05,0.7833333333333332,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,16,primary,sample_variance,0.3333333333333333,0.1,0.5638888888888889,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,16,primary,sample_variance,0.5,0.01,0.9966666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,16,primary,sample_variance,0.5,0.05,0.6803333333333335,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,16,primary,sample_variance,0.5,0.1,0.47767361111111106,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,16,primary,paired_mean,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,16,primary,paired_mean,0.0,0.05,0.9254999999999999,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,16,primary,paired_mean,0.0,0.1,0.8145833333333333,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,16,primary,paired_mean,0.2,0.01,0.9983333333333334,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,16,primary,paired_mean,0.2,0.05,0.842,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,16,primary,paired_mean,0.2,0.1,0.6549652777777777,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,16,primary,paired_mean,0.3333333333333333,0.01,0.9974999999999999,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,16,primary,paired_mean,0.3333333333333333,0.05,0.7771666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,16,primary,paired_mean,0.3333333333333333,0.1,0.5729166666666667,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,16,primary,paired_mean,0.5,0.01,0.9966666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,16,primary,paired_mean,0.5,0.05,0.6785,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,16,primary,paired_mean,0.5,0.1,0.48218749999999994,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,16,primary,mom_w1,0.0,0.01,0.9966666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,16,primary,mom_w1,0.0,0.05,0.8744999999999999,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,16,primary,mom_w1,0.0,0.1,0.7732291666666667,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,16,primary,mom_w1,0.2,0.01,0.9925,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,16,primary,mom_w1,0.2,0.05,0.7826666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,16,primary,mom_w1,0.2,0.1,0.636388888888889,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,16,primary,mom_w1,0.3333333333333333,0.01,0.9891666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,16,primary,mom_w1,0.3333333333333333,0.05,0.7076666666666668,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,16,primary,mom_w1,0.3333333333333333,0.1,0.5492708333333334,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,16,primary,mom_w1,0.5,0.01,0.9824999999999999,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,16,primary,mom_w1,0.5,0.05,0.6083333333333333,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,16,primary,mom_w1,0.5,0.1,0.4521527777777778,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,16,primary,mom_w2,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,16,primary,mom_w2,0.0,0.05,0.9025,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,16,primary,mom_w2,0.0,0.1,0.7946874999999999,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,16,primary,mom_w2,0.2,0.01,0.9974999999999999,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,16,primary,mom_w2,0.2,0.05,0.8141666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,16,primary,mom_w2,0.2,0.1,0.646423611111111,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,16,primary,mom_w2,0.3333333333333333,0.01,0.9966666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,16,primary,mom_w2,0.3333333333333333,0.05,0.7450000000000001,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,16,primary,mom_w2,0.3333333333333333,0.1,0.5619791666666667,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,80,16,primary,mom_w2,0.5,0.01,0.9900000000000001,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,80,16,primary,mom_w2,0.5,0.05,0.6461666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,80,16,primary,mom_w2,0.5,0.1,0.46444444444444444,"{""15"": 16, ""30"": 16, ""5"": 12}"
1e-06,160,16,primary,sample_variance,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,16,primary,sample_variance,0.0,0.05,0.955,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,16,primary,sample_variance,0.0,0.1,0.8364629629629629,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,16,primary,sample_variance,0.2,0.01,0.9991666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,16,primary,sample_variance,0.2,0.05,0.8654999999999999,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,16,primary,sample_variance,0.2,0.1,0.6063240740740742,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,16,primary,sample_variance,0.3333333333333333,0.01,0.9991666666666666,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,16,primary,sample_variance,0.3333333333333333,0.05,0.7966666666666665,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,16,primary,sample_variance,0.3333333333333333,0.1,0.5209907407407407,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,16,primary,sample_variance,0.5,0.01,0.9966666666666667,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,16,primary,sample_variance,0.5,0.05,0.6921666666666667,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,16,primary,sample_variance,0.5,0.1,0.4409259259259259,"{""15"": 18, ""30"": 20, ""5"": 12}"
1e-06,160,16,primary,paired_mean,0.0,0.01,1.0,"{""15"": 2, ""30"": 2, ""5"": 2}"
1e-06,160,16,primary,paired_mean,0.0,0.05,0.9316666666666666,"{""15"": 10, ""30"": 10, ""5"": 10}"
1e-06,160,16,primary,paired_mean,0.0,0.1,0.8025648148148147,"{""15"": 18, ""30"": 20, ""5"": 12}"
